hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
23045,2017,5080,16,5080,116,81734.0,2207,153,3776,440
23047,2014,1918,255,1918,625,390416.0,22713,1984,31210,2810
23047,2015,45739,217,45739,1408,376617.0,22813,1640,31259,2891
23047,2016,46207,289,46207,1474,382183.0,36225,1244,31625,2865
23047,2017,46714,198,46714,1579,404351.0,23647,1425,31833,2590
23049,2014,2746,248,2746,455,371663.0,16498,1759,24153,3261
23049,2015,36911,276,36911,792,373128.0,16587,1444,24080,3443
23049,2016,37229,256,37229,819,388707.0,29502,1281,24542,3429
23049,2017,37325,314,37325,786,416540.0,16478,1059,24552,3205
23050,2014,3605,1379,3605,3099,396005.0,61365,4603,75622,9314
23050,2015,120461,2827,120461,22760,408058.0,62235,3595,76413,9169
23050,2016,121934,2389,121934,23290,423173.0,95177,3170,78092,9245
23050,2017,122607,2299,122607,23851,458836.0,64570,2669,78852,8806
23051,2014,1889,217,1889,679,318580.0,41496,3104,52055,3038
23051,2015,79164,385,79164,1946,286010.0,41603,2546,52784,2897
23051,2016,79478,385,79478,2073,292386.0,62403,2304,53359,2798
23051,2017,80203,366,80203,2169,300341.0,42577,1977,54097,2653
23052,2014,960,372,960,260,193477.0,9934,1440,16073,2191
23052,2015,24034,1686,24034,1334,180508.0,9840,1395,16264,2404
23052,2016,23780,1852,23780,1313,180695.0,19381,1009,16328,2131
23052,2017,23972,2544,23972,1392,181042.0,9801,753,16371,1968
23053,2014,2919,252,2919,330,846121.0,18156,1558,27722,2125
23053,2015,38169,132,38169,416,864625.0,17882,1288,27765,2024
23053,2016,37918,145,37918,440,843163.0,31553,1212,27745,1881
23053,2017,37678,159,37678,479,893186.0,17653,1045,27676,1890
23054,2014,482,92,482,64,134806.0,3047,250,5833,576
23054,2015,7385,47,7385,138,119713.0,2974,288,5827,559
23054,2016,7327,48,7327,104,119474.0,6287,247,5765,511
23054,2017,7161,72,7161,113,131742.0,2989,170,5641,461
23055,2014,1989,675,1989,194,443949.0,8130,885,14573,1175
23055,2015,18984,749,18984,238,425534.0,8069,756,14476,1129
23055,2016,18658,748,18658,244,421136.0,16136,694,14260,1037
23055,2017,18533,698,18533,248,412613.0,8060,598,14151,1099
23056,2014,196,6,196,56,44438.0,5961,386,9045,458
23056,2015,12684,8,12684,85,46328.0,5774,383,9136,509
23056,2016,12734,21,12734,58,46827.0,10150,312,9155,521
23056,2017,12599,26,12599,80,48381.0,5316,275,9232,504
23057,2014,9282,1862,9282,1872,1010619.0,76524,8951,113465,11686
23057,2015,165050,13527,165050,5281,1026068.0,75429,7648,113864,11578
23057,2016,164981,13555,164981,5393,1063297.0,133445,6577,114008,11599
23057,2017,164524,13034,164524,5530,1152798.0,75645,5719,113856,10794
23058,2014,14303,5083,14303,5099,1442015.0,163670,16566,198303,15190
23058,2015,316695,28468,316695,13412,1453207.0,164890,14536,199992,14472
23058,2016,318861,28376,318861,13581,1495162.0,255741,11657,201632,14100
23058,2017,320327,28700,320327,13874,1558826.0,167749,10396,203149,14078
23060,2014,1015,471,1015,144,378668.0,3407,345,7880,1451
23060,2015,10470,1606,10470,117,351035.0,3248,296,7935,1301
23060,2016,10200,1565,10200,126,424337.0,8650,262,7625,1212
23060,2017,10027,1376,10027,134,414110.0,3225,237,7300,939
23061,2014,224,12,224,61,36857.0,1879,314,2812,483
23061,2015,4243,10,4243,150,39229.0,1889,241,2839,515
23061,2016,4371,9,4371,150,40714.0,3388,163,2988,501
23061,2017,4393,1,4393,119,41039.0,1936,104,3022,500
23062,2014,17652,6991,17652,6582,1838063.0,225519,20849,270626,20331
23062,2015,436732,39707,436732,28337,1872865.0,226417,18887,273149,19596
23062,2016,438047,39720,438047,28520,1903964.0,356829,17962,274751,18596
23062,2017,439905,40421,439905,28954,1985107.0,229654,16280,277147,18449
23063,2014,4231,385,4231,1198,609584.0,41287,5100,59802,5686
23063,2015,86685,1114,86685,3756,605988.0,41148,4208,59943,5559
23063,2016,86928,1091,86928,3934,618537.0,70273,3736,60330,5978
23063,2017,86906,1099,86906,3975,647880.0,40700,2984,60498,5804
23064,2014,934,94,934,191,318569.0,5354,535,8493,901
23064,2015,13204,28,13204,188,299371.0,5734,532,9148,854
23064,2016,13059,38,13059,182,326218.0,10546,470,9136,842
23064,2017,12703,68,12703,161,373281.0,5495,432,8948,822
23066,2014,4089,2276,4089,1684,465142.0,92451,8044,124012,7678
23066,2015,174918,20356,174918,4611,468554.0,92675,7087,124053,7214
23066,2016,174340,21782,174340,4915,471650.0,142334,5860,123422,7557
23066,2017,174631,22949,174631,5143,498995.0,92153,5089,124254,7368
23067,2014,1284,194,1284,338,309929.0,13583,1508,20594,1834
23067,2015,27236,243,27236,1295,273717.0,12957,1353,19627,1523
23067,2016,27459,218,27459,1321,275879.0,22562,1286,19793,1640
23067,2017,27547,241,27547,1390,278496.0,12852,989,19969,1611
23068,2014,72,1117,72,296,72416.0,24208,3307,32523,5457
23068,2015,46723,4246,46723,560,75444.0,24058,2547,32318,5529
23068,2016,46755,4275,46755,704,76537.0,38301,1721,32944,5670
23068,2017,46760,4584,46760,903,81835.0,24294,1380,32695,5347
23069,2014,1398,325,1398,282,334683.0,9848,1180,17654,1868
23069,2015,23918,755,23918,603,332088.0,9635,1092,17672,1888
23069,2016,23777,689,23777,616,347649.0,20056,933,17607,1735
23069,2017,23916,679,23916,638,357667.0,9691,721,17801,1709
23070,2014,753,54,753,105,217339.0,3729,594,7569,907
23070,2015,10748,33,10748,108,290995.0,4108,601,8180,1061
23070,2016,10656,53,10656,128,305988.0,9017,449,8083,877
23070,2017,10556,67,10556,150,319238.0,4004,512,8001,834
23071,2014,611,97,611,102,121024.0,3261,459,4892,699
23071,2015,7516,169,7516,191,124301.0,3319,415,4976,648
23071,2016,7776,154,7776,167,121865.0,5982,400,5139,701
23071,2017,7752,138,7752,227,127834.0,3473,324,5085,710
23072,2014,2427,434,2427,442,856881.0,28141,2579,39435,2482
23072,2015,59333,1137,59333,901,901957.0,28270,2464,38925,2336
23072,2016,58493,1101,58493,932,864681.0,49670,2109,38362,2265
23072,2017,58362,1088,58362,936,916147.0,28066,1828,38176,2251
23073,2014,796,123,796,450,138443.0,10608,999,15007,1176
23073,2015,21556,188,21556,837,136544.0,10209,683,15162,1151
23073,2016,21562,188,21562,811,139949.0,17107,671,15114,1158
23073,2017,21393,194,21393,743,142690.0,10288,560,15073,1084
23074,2014,2910,488,2910,623,281091.0,42818,3988,61552,4958
23074,2015,89448,1156,89448,2110,289727.0,43149,3801,61839,4407
23074,2016,89566,1219,89566,2210,297878.0,72558,3363,62164,4163
23074,2017,89970,1222,89970,2320,311403.0,43433,3086,62811,4413
23075,2014,3848,1398,3848,2064,640342.0,70960,5654,88873,6058
23075,2015,128881,5227,128881,4330,647747.0,70966,4370,90083,5850
23075,2016,129435,5309,129435,3790,663494.0,103842,3552,90332,5677
23075,2017,130810,6204,130810,3788,691930.0,71162,2923,91764,5236
23076,2014,3204,931,3204,1118,397188.0,42849,4438,60495,7398
23076,2015,92569,2764,92569,3076,476534.0,44398,3964,62607,6966
23076,2016,88719,2696,88719,3073,405339.0,71355,3319,60667,6714
23076,2017,88873,2743,88873,3250,418705.0,42819,2815,61088,6870
23078,2014,9605,7386,9605,5471,1448335.0,239335,23666,311257,29608
23078,2015,455149,35153,455149,12523,1473201.0,240816,19147,314184,28842
23078,2016,459166,36459,459166,12046,1506169.0,370279,15956,318462,28337
23078,2017,462878,36190,462878,12610,1559434.0,243623,13963,322760,28942
23079,2014,1105,227,1105,271,165786.0,30388,3789,27470,2541
23079,2015,57523,1868,57523,2240,171659.0,30780,3570,28046,2415
23079,2016,59822,1728,59822,2423,184136.0,51094,3292,30085,2352
23079,2017,57373,1826,57373,2361,185551.0,30356,2743,28927,2268
23080,2014,607,149,607,64,145100.0,2378,279,4717,541
23080,2015,5647,732,5647,76,74093.0,2047,211,4350,470
23080,2016,6153,677,6153,78,121614.0,5367,162,4735,455
23080,2017,6012,654,6012,80,127850.0,2136,150,4618,447
23081,2014,6845,2401,6845,3135,699821.0,86781,11877,125448,15133
23081,2015,188157,23906,188157,11711,715162.0,86396,10056,126099,14667
23081,2016,189903,23834,189903,12314,761039.0,150068,9018,127818,14433
23081,2017,190660,23663,190660,12564,792431.0,88576,7795,128795,13607
23082,2014,451,172,451,51,209812.0,2691,362,5690,822
23082,2015,7181,564,7181,170,189900.0,2683,295,5427,634
23082,2016,7217,502,7217,183,187391.0,6182,324,5544,652
23082,2017,7092,458,7092,204,201468.0,2627,283,5386,629
23083,2014,1264,836,1264,743,183392.0,27294,3080,39408,5119
23083,2015,58754,3757,58754,2261,232039.0,28176,2893,40640,5176
23083,2016,58678,3732,58678,2424,246378.0,47136,2510,40435,4900
23083,2017,58094,4017,58094,2313,250564.0,27994,2334,40263,4558
23084,2014,264,20,264,87,99683.0,955,79,1767,72
23084,2015,2203,8,2203,111,158029.0,906,68,1738,65
23084,2016,2199,3,2199,98,159870.0,1899,56,1780,71
23084,2017,2143,4,2143,100,155318.0,877,70,1706,81
23085,2014,332,71,332,38,134399.0,1383,235,2939,283
23085,2015,3515,16,3515,37,144406.0,1300,207,2851,197
23085,2016,3490,14,3490,54,130487.0,3076,171,2844,194
23085,2017,3302,14,3302,54,133797.0,1221,135,2791,155
23086,2014,2521,249,2521,625,502263.0,28411,3348,40269,3983
23086,2015,59020,225,59020,1796,494332.0,28073,2939,40286,3917
23086,2016,59039,218,59039,1877,500792.0,47756,2542,40559,3794
23086,2017,58877,211,58877,1911,518937.0,28097,2054,40755,3551
23087,2014,1506,320,1506,864,187297.0,13763,1263,19727,2252
23087,2015,28739,441,28739,2642,185456.0,13726,1123,19730,2491
23087,2016,28434,355,28434,2556,191336.0,22861,1030,19659,2415
23087,2017,28735,309,28735,2568,208160.0,14311,889,19798,2130
23088,2014,4761,445,4761,727,1254246.0,36140,3808,53281,4838
23088,2015,73462,530,73462,950,1289309.0,36083,3536,53587,4659
23088,2016,69530,499,69530,813,1267070.0,57967,2971,50940,4227
23088,2017,69352,506,69352,871,1184838.0,34290,2573,51001,4037
23089,2014,558,30,558,63,117145.0,2946,278,5075,558
23089,2015,6478,15,6478,129,119814.0,2928,231,5041,554
23089,2016,6413,19,6413,141,121351.0,5489,201,4906,522
23089,2017,6157,38,6157,171,128648.0,2738,157,4793,470
23091,2014,11827,7749,11827,6278,1356838.0,182220,20215,235595,21018
23091,2015,352591,44893,352591,23101,1408252.0,184568,17316,238568,20200
23091,2016,354137,44315,354137,23081,1448201.0,282241,14796,240453,20023
23091,2017,356444,42324,356444,24282,1507424.0,188004,13064,243226,19759
23092,2014,3065,1054,3065,1953,1123994.0,69704,9021,99427,10714
23092,2015,144475,3492,144475,5612,1124296.0,69193,7265,99477,10542
23092,2016,143806,3321,143806,5576,1156556.0,115535,6665,99458,10619
23092,2017,143247,3348,143247,5764,1222571.0,69472,5627,99909,10159
23094,2014,1478,319,1478,186,193019.0,8356,1051,15632,2183
23094,2015,22700,1074,22700,512,232127.0,8806,1012,16460,2260
23094,2016,22650,1022,22650,505,235556.0,18521,821,16374,2210
23094,2017,22534,1102,22534,500,239871.0,8631,727,16325,2163
23095,2014,3603,2110,3603,1442,620282.0,71957,5591,93762,4670
23095,2015,138428,5568,138428,4154,631227.0,72487,4496,95370,4525
23095,2016,139268,5315,139268,4795,656139.0,111356,3530,95511,4292
23095,2017,140379,4738,140379,5052,686798.0,72679,2842,96390,3720
23097,2014,6112,6166,6112,2888,1393543.0,180939,14345,233195,11960
23097,2015,327681,57568,327681,7306,1419556.0,181771,12333,234560,11873
23097,2016,329340,58909,329340,7664,1467776.0,269980,10149,236488,11399
23097,2017,329481,59047,329481,7313,1529242.0,184370,8608,237835,11456
23098,2014,7868,3495,7868,3896,1030594.0,101063,12093,144767,17339
23098,2015,214063,36412,214063,16244,1006058.0,100012,10957,144377,17029
23098,2016,212840,36468,212840,16447,1029533.0,171935,9409,144078,16397
23098,2017,211114,36194,211114,16678,1019860.0,98103,8021,144001,15977
23099,2014,644,130,644,211,89063.0,11393,652,14386,518
23099,2015,21937,266,21937,554,89713.0,11703,513,14943,477
23099,2016,22433,307,22433,603,96238.0,17829,432,15055,488
23099,2017,22943,288,22943,729,97486.0,12147,456,15299,489
23100,2014,391,42,391,102,80901.0,3437,401,5153,669
23100,2015,7249,30,7249,273,84669.0,3311,306,5131,672
23100,2016,7157,39,7157,289,88266.0,5737,237,5081,589
23100,2017,7137,62,7137,244,89626.0,3338,214,5074,590
23101,2014,2190,597,2190,277,568604.0,16770,2181,26178,2770
23101,2015,38504,2590,38504,624,563366.0,16843,1953,26221,2858
23101,2016,38266,2556,38266,643,547746.0,31936,1706,26329,2726
23101,2017,38010,2486,38010,680,550442.0,16664,1505,26101,2635
23104,2014,1421,500,1421,1150,141293.0,10184,1134,15728,2538
23104,2015,23027,1437,23027,2662,157761.0,10164,1012,15611,2298
23104,2016,23055,1309,23055,2391,147023.0,18371,751,16016,2170
23104,2017,23209,1406,23209,2533,161589.0,10254,714,16312,2109
23105,2014,2072,2210,2072,324,140931.0,25061,3299,36899,2522
23105,2015,51501,37791,51501,650,139013.0,25184,2709,37010,2622
23105,2016,51419,36958,51419,772,141173.0,43192,2420,37460,2556
23105,2017,52021,37719,52021,956,147962.0,26587,2286,37931,2709
23106,2014,309,206,309,214,220619.0,13702,1696,20586,2144
23106,2015,27871,158,27871,181,220404.0,13449,1302,20607,2071
23106,2016,27793,132,27793,216,216651.0,23434,974,20702,2065
23106,2017,27755,28,27755,160,226535.0,13410,794,20480,1931
23108,2014,552,96,552,254,99978.0,9012,726,12904,1064
23108,2015,18908,174,18908,803,100336.0,8879,632,12940,1163
23108,2016,18671,134,18671,761,103756.0,14848,542,13065,1120
23108,2017,18483,118,18483,732,107000.0,8909,413,12990,1051
23109,2014,4119,1814,4119,1759,663191.0,49589,5279,69541,7664
23109,2015,101501,20603,101501,5262,605758.0,49689,4587,69882,7500
23109,2016,101763,20196,101763,5520,572656.0,82187,3819,70522,7636
23109,2017,102053,19796,102053,5612,597797.0,50499,3736,70869,7336
23110,2014,785,98,785,103,192646.0,4998,713,8120,1361
23110,2015,10348,50,10348,202,147129.0,4366,520,7309,1184
23110,2016,10079,48,10079,208,153504.0,8257,470,7183,1023
23110,2017,10123,37,10123,209,156961.0,4441,406,7209,1065
23111,2014,1189,114,1189,413,129782.0,12767,1474,17967,3159
23111,2015,27834,208,27834,3144,131952.0,13043,1193,17915,3042
23111,2016,27799,166,27799,3214,135644.0,21157,872,18002,2941
23111,2017,27441,114,27441,3408,141113.0,12928,687,18029,2931
23112,2014,2079,207,2079,402,441358.0,13111,1866,25873,3305
23112,2015,32961,175,32961,631,402416.0,12626,1554,25692,3090
23112,2016,32924,188,32924,612,446664.0,28373,1437,25719,3024
23112,2017,34308,187,34308,631,509597.0,13054,1240,26867,3144
23113,2014,61,917,61,638,41742.0,29851,4898,41412,6978
23113,2015,62021,10202,62021,3751,40545.0,29295,4208,41486,7085
23113,2016,61716,10548,61716,3390,41897.0,48398,3361,41570,6737
23113,2017,61648,10807,61648,3649,44435.0,28896,2763,41653,6097
23114,2014,1290,167,1290,321,243709.0,12167,953,16644,1149
23114,2015,24184,160,24184,676,238874.0,12214,761,17045,1140
23114,2016,24494,133,24494,761,251237.0,19708,568,17166,1009
23114,2017,24544,134,24544,750,267021.0,12601,576,17130,992
23115,2014,1786,521,1786,631,305174.0,15586,1489,22810,2919
23115,2015,31242,1539,31242,1221,241850.0,14980,1119,21463,2634
23115,2016,31120,1466,31120,1220,282778.0,24742,899,21407,2492
23115,2017,31270,1521,31270,1132,318132.0,15248,798,21333,2394
23116,2014,9500,1551,9500,2367,1720958.0,83580,7667,120952,9638
23116,2015,169715,1684,169715,4136,1741697.0,83858,6440,122299,9405
23116,2016,170571,1570,170571,4249,1780967.0,140043,5738,123566,8959
23116,2017,170909,1437,170909,4541,1869354.0,84906,5207,124051,8629
23117,2014,2662,1367,2662,1477,421360.0,50216,4708,68628,5743
23117,2015,98607,3710,98607,4313,429681.0,49823,3486,68912,5484
23117,2016,98722,3559,98722,4809,445435.0,79439,3002,69087,5162
23117,2017,99139,3670,99139,4517,473330.0,50409,2580,69751,4728
23118,2014,3263,1305,3263,1160,380796.0,67610,6190,91416,10705
23118,2015,131787,5487,131787,3116,386230.0,67676,5087,91899,10564
23118,2016,131881,5121,131881,2799,403392.0,108457,4468,93096,10625
23118,2017,132078,5104,132078,2905,420100.0,67439,3689,93317,10261
23119,2014,5386,4274,5386,1869,350963.0,109698,13946,152506,22877
23119,2015,223989,33196,223989,4600,356062.0,110763,12114,154262,22558
23119,2016,224551,35410,224551,5074,360575.0,180787,10320,154144,21959
23119,2017,225278,38172,225278,5029,372481.0,110899,9137,155246,21298
23120,2014,1049,268,1049,995,108427.0,7256,903,10163,2241
23120,2015,15621,676,15621,2867,108141.0,6919,925,9989,2134
23120,2016,15576,675,15576,2889,113890.0,11975,859,10037,1990
23120,2017,15188,585,15188,3095,113137.0,6696,688,9846,1992
23121,2014,2517,3128,2517,1423,200194.0,78171,10975,105133,14358
23121,2015,156047,47100,156047,4073,202595.0,77272,8786,105138,14227
23121,2016,155374,46471,155374,4711,208258.0,123807,7241,105315,14035
23121,2017,154988,46310,154988,5064,214523.0,77859,6619,106239,13582
23122,2014,1816,136,1816,285,334205.0,11976,1621,22237,3543
23122,2015,33036,116,33036,539,380527.0,13279,1733,24711,3871
23122,2016,32925,131,32925,591,390317.0,27761,1520,24657,3865
23122,2017,31207,148,31207,600,363827.0,12621,1370,23408,3715
23124,2014,851,2042,851,2421,246250.0,60568,7840,86607,13884
23124,2015,124609,13763,124609,12413,250066.0,60758,7109,86278,13692
23124,2016,123902,14629,123902,13834,253314.0,100763,6260,86733,13376
23124,2017,123923,13702,123923,14257,257920.0,60215,5407,86993,13130
23127,2014,1158,197,1158,729,66790.0,15484,826,17719,1663
23127,2015,29275,357,29275,2597,64706.0,15435,665,17843,1771
23127,2016,28961,258,28961,2089,66700.0,21577,489,17907,1608
23127,2017,29124,366,29124,2085,70491.0,16097,562,18188,1509
24001,2014,110,11,110,41,45057.0,1117,81,1599,185
24001,2015,2231,10,2231,124,45667.0,1033,79,1578,149
24001,2016,2274,11,2274,122,44615.0,1812,55,1583,116
24001,2017,2351,17,2351,177,52109.0,1096,56,1562,106
24003,2014,575,33,575,57,126047.0,5977,451,10280,994
24003,2015,13198,50,13198,167,134739.0,5852,399,10203,938
24003,2016,12958,55,12958,160,143606.0,10965,374,10045,838
24003,2017,13045,66,13045,170,147749.0,5606,333,10251,839
24005,2014,1708,165,1708,672,882490.0,20278,1095,27461,3327
24005,2015,38545,352,38545,3278,885165.0,20228,1004,27393,3079
24005,2016,38572,426,38572,3379,888497.0,31021,926,27441,3069
24005,2017,38307,436,38307,3338,931257.0,19915,779,27294,2797
24006,2014,2152,154,2152,354,780420.0,22846,1220,30828,2198
24006,2015,42989,219,42989,515,757959.0,22902,1044,30434,1995
24006,2016,43148,217,43148,548,788140.0,35035,967,30658,1759
24006,2017,43121,251,43121,584,819848.0,22727,742,30625,1760
24007,2014,225,51,225,44,170714.0,1326,90,1868,185
24007,2015,2596,29,2596,84,166495.0,1338,96,1885,195
24007,2016,2574,14,2574,86,165287.0,2110,78,1887,196
24007,2017,2559,21,2559,110,156427.0,1277,83,1878,203
24008,2014,623,36,623,461,147702.0,4433,308,5661,745
24008,2015,8203,23,8203,1026,155417.0,4453,264,5697,718
24008,2016,8060,33,8060,1008,161860.0,6428,194,5643,675
24008,2017,8000,43,8000,1054,169096.0,4369,206,5664,623
24009,2014,192,6,192,11,95527.0,2392,256,4081,309
24009,2015,5282,3,5282,2,94186.0,2308,189,4052,338
24009,2016,5376,0,5376,1,99191.0,4458,154,4053,333
24009,2017,5436,2,5436,1,100139.0,2323,155,4079,390
24010,2014,561,251,561,167,199745.0,15916,1132,20394,2836
24010,2015,30942,1054,30942,4121,200752.0,16084,1175,20210,2651
24010,2016,30735,1186,30735,4105,194625.0,24015,1030,20333,2979
24010,2017,30824,1275,30824,4177,192612.0,15655,905,20695,3094
24011,2014,504,48,504,47,181009.0,3412,299,5238,744
24011,2015,7652,22,7652,113,178433.0,3366,227,5172,707
24011,2016,7753,29,7753,125,183419.0,6006,241,5214,712
24011,2017,7803,38,7803,148,191730.0,3450,256,5269,770
24012,2014,620,53,620,65,144693.0,2332,68,3256,320
24012,2015,4606,23,4606,39,216215.0,2473,98,3459,333
24012,2016,4549,4,4549,48,223588.0,3827,78,3392,361
